"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","95498","Data-Driven Search Test","chromium","Fri Jul 04 18:03:01 IST 2025","passed","Fri Jul 04 18:04:37 IST 2025","","project.spec.js","",""
